iter	Logloss
0	0.623174541
1	0.5604446677
2	0.502439731
3	0.4597329535
4	0.4178790443
5	0.3800679145
6	0.3482563339
7	0.3197417677
8	0.2937423083
9	0.2736458645
10	0.2531371455
11	0.2373614657
12	0.2211771941
13	0.2076696665
14	0.193922221
15	0.183728714
16	0.1730745072
17	0.1628477668
18	0.1541289464
19	0.1458666771
20	0.1380093573
21	0.1316122919
22	0.1245331273
23	0.1193672554
24	0.1143881668
25	0.1093180733
26	0.1043548264
27	0.09981342198
28	0.09564479151
29	0.09176885959
30	0.08810624593
31	0.08449590862
32	0.08148101966
33	0.07852867502
34	0.07539905142
35	0.07275781681
36	0.07063964101
37	0.06872530328
38	0.06616164688
39	0.06386970122
40	0.06185885885
41	0.06026224459
42	0.05846880228
43	0.05678303176
44	0.05483786961
45	0.05327367824
46	0.05150627271
47	0.05025791057
48	0.04883614029
49	0.04767643709
50	0.04629835886
51	0.04518798086
52	0.04407741278
53	0.04296377885
54	0.04184067741
55	0.04072133946
56	0.03969522276
57	0.03878025132
58	0.03762879855
59	0.03677853153
60	0.03601837281
61	0.03519397052
62	0.03445613835
63	0.03354231721
64	0.03271529765
65	0.03213024426
66	0.03151878377
67	0.03083516314
68	0.03011099129
69	0.0296156091
70	0.02909620316
71	0.02852732496
72	0.02794677326
73	0.02728533991
74	0.02678395424
75	0.0263108904
76	0.02579197769
77	0.02539328939
78	0.02497769058
79	0.02457166619
80	0.02412059299
81	0.02372342123
82	0.02334280522
83	0.02293112761
84	0.02253913879
85	0.02214932688
86	0.02177830005
87	0.02141236767
88	0.02107815071
89	0.02081159464
90	0.02047558667
91	0.02013514132
92	0.01979037331
93	0.01941874183
94	0.01906688844
95	0.01874130288
96	0.01851108558
97	0.0182674349
98	0.01792260298
99	0.01765754706
100	0.0174020918
101	0.01703532619
102	0.01674406471
103	0.01647129747
104	0.01620738121
105	0.01593685642
106	0.0156781739
107	0.01544688084
108	0.01517014077
109	0.01493805135
110	0.01471435409
111	0.01451303951
112	0.0142651399
113	0.01406136903
114	0.01385033417
115	0.01366258897
116	0.01350578901
117	0.01335609492
118	0.01314304784
119	0.0129725507
120	0.0127878525
121	0.0126439591
122	0.01251126647
123	0.01230696305
124	0.01212369372
125	0.01197567429
126	0.01181981654
127	0.01164908344
128	0.01150175222
129	0.01135765482
130	0.01121622836
131	0.01105283872
132	0.01095055469
133	0.01081505264
134	0.01069031712
135	0.01053309113
136	0.01043268823
137	0.01033774029
138	0.01021121785
139	0.01011584469
140	0.01002838276
141	0.009943767921
142	0.009793245506
143	0.009688581388
144	0.00959406194
145	0.009473282037
146	0.009373668952
147	0.009285341014
148	0.009164757745
149	0.009080515694
150	0.009002111212
151	0.008915688983
152	0.008843319523
153	0.008777429967
154	0.008696465148
155	0.008624288225
156	0.008561457146
157	0.008479745118
158	0.008390045658
159	0.008311719829
160	0.008224064542
161	0.008162348541
162	0.008105346837
163	0.008034829831
164	0.007972537857
165	0.00789071768
166	0.007818412945
167	0.007752786387
168	0.007698072191
169	0.007634096539
170	0.007573312091
171	0.007485860811
172	0.0074048157
173	0.007354089075
174	0.00728542944
175	0.007227108651
176	0.007169190141
177	0.00711364189
178	0.00703852529
179	0.006982108572
180	0.006912348606
181	0.006864837764
182	0.006820223995
183	0.006771831578
184	0.006712640684
185	0.006660674446
186	0.006623510643
187	0.006579225416
188	0.006525098253
189	0.006473577719
190	0.006433988355
191	0.006390167675
192	0.006338232981
193	0.006293652394
194	0.006231497244
195	0.006185230111
196	0.006142390962
197	0.006102946206
198	0.006065118763
199	0.006027297875
200	0.005984495596
201	0.005940239864
202	0.005904334108
203	0.005863868084
204	0.005821962537
205	0.005781941807
206	0.005738742573
207	0.005699593177
208	0.005657122307
209	0.005616383864
210	0.005583604996
211	0.005543685861
212	0.00551295854
213	0.005478391942
214	0.005440317888
215	0.00541054547
216	0.005383361246
217	0.005355629315
218	0.005319796067
219	0.005283103776
220	0.005251750094
221	0.005206948703
222	0.005172768
223	0.005147283839
224	0.005109034043
225	0.005081861699
226	0.005059368012
227	0.005017521045
228	0.004981373184
229	0.00495128861
230	0.004924362058
231	0.004902381258
232	0.004871929634
233	0.004846215248
234	0.004821105511
235	0.004785674544
236	0.004762883449
237	0.004740101365
238	0.004711891777
239	0.00468033204
240	0.004655865869
241	0.004618612761
242	0.004591244603
243	0.004564751055
244	0.004540134132
245	0.004516748219
246	0.004493899362
247	0.004469878895
248	0.004449756285
249	0.004429902817
250	0.004408280055
251	0.00437955799
252	0.004358230178
253	0.004331845188
254	0.004306349558
255	0.004276492751
256	0.004249282719
257	0.004231027721
258	0.004208842504
259	0.004188224212
260	0.004160876127
261	0.004143003746
262	0.004123814327
263	0.00410380642
264	0.004080810088
265	0.004060158615
266	0.004043085878
